Gene_ID	TCGA-09-1664	TCGA-13-1484	TCGA-13-1488	TCGA-13-1489	TCGA-13-1494	TCGA-13-1495	TCGA-13-1499	TCGA-13-2071	TCGA-23-1123	TCGA-23-1124	TCGA-24-1103	TCGA-24-1104	TCGA-24-1105	TCGA-24-1428	TCGA-24-1430	TCGA-24-1435	TCGA-24-1466	TCGA-24-1467	TCGA-24-1545	TCGA-24-1550	TCGA-24-1551	TCGA-24-1552	TCGA-24-1553	TCGA-24-1555	TCGA-24-1556	TCGA-24-1562	TCGA-24-1563	TCGA-24-1603	TCGA-24-1604	TCGA-24-1923	TCGA-24-2020	TCGA-24-2023	TCGA-24-2024	TCGA-24-2027	TCGA-24-2030	TCGA-24-2260	TCGA-24-2267	TCGA-24-2288	TCGA-24-2289	TCGA-24-2290	TCGA-24-2295	TCGA-25-1316	TCGA-25-1319	TCGA-25-1320	TCGA-25-1321	TCGA-25-1623	TCGA-25-1628	TCGA-25-1630	TCGA-25-1635	TCGA-25-2400	TCGA-25-2404	TCGA-25-2409	TCGA-29-1688	TCGA-29-1693	TCGA-29-1697	TCGA-29-1762	TCGA-29-1763	TCGA-29-1768	TCGA-29-1774	TCGA-29-1775	TCGA-29-1776	TCGA-29-1777	TCGA-29-1785	TCGA-29-2414	TCGA-29-2432	TCGA-30-1866	TCGA-36-1576	TCGA-36-1581	TCGA-36-2529	TCGA-36-2530	TCGA-36-2543	TCGA-42-2588	TCGA-42-2590	TCGA-61-1741	TCGA-61-1900	TCGA-61-1907	TCGA-61-1911	TCGA-61-1914	TCGA-61-1919	TCGA-61-1995	TCGA-61-2008	TCGA-61-2095	TCGA-61-2096	TCGA-61-2612
OCIAD1	-0.062	-1.423	-1.144	-0.735	-2.013	-1.673	0.589	-1.615	-2.568	-1.71	0.152	1.269	0.021	-1.769	-0.43	-2.192	-3.229	-2.107	0.809	2.511	-0.388	-1.459	0.028	0.247	-3.778	0.168	-1.251	-0.035	0.586	-1.914	-3.914	-1.96	-1.306	1.81	0.361	-0.712	-1.597	-0.208	-1.508	0.108	1.465	-1.439	-1.681	-3.418	-1.378	-1.635	-3.151	-2.117	-1.603	1.148	-0.132	0.575	-2.919	-1.521	-1.084	-3.508	-1.018	-0.131	-3.947	-1.883	0.026	0.117	-0.564	-1.072	-0.042	0.412	-2.021	-0.736	-2.744	-0.413	0.944	0.859	-3.04	0.558	1.939	-0.027	-1.474	1.361	-1.537	1.75	1.278	-1.759	0.478	-2.202
OCIAD2	-0.358			0.938		1.537											0.306	-1.814							-0.257				-0.07		0.801			-0.829	1.235	-0.185	-0.829		-0.324	-0.34	-0.487		0.753	-0.993	-1.857					-0.17		-1.315						-0.785	0.208				0.023		-1.213	-0.603	0.421		-0.057			0.834	-0.095		0.213		-0.763	1.446					-0.358	
OCLN	1.21	0.864	-1.323	-1.208	-1.785	-1.58	-0.071	-1.968	2.358	0.518	0.569	0.33	-0.418	3.339	-0.694	0.533	-0.171	-1.555	1.942	-0.751	1.284	1.63	0.287	0.227	-1.41	0.257	-1.104	0.689	1.528	-0.756	-1.781	0.065	0.105	-2.789	0.99	-0.769	-0.873	1.328	-1.029	-0.048	-0.31	-1.684	0.117	0.004	0.719	1.01	-0.999	-1.888	-2.965	-0.593	0.717	-0.245	2.205	-0.065	1.111	-0.991	1.541	-0.954	-0.669	1.485	-0.67	0.565	-1.758	0.462	-0.851	1.38	-0.217	-1.276	-0.283	1.881	-0.088	0.601	-0.633	0.452	-1.374	1.805	-0.129	0.335	0.46	-0.044	1.106	-1.035	-1.43	-0.065
OCRL	-0.239	-1.418		0.785	2.582	-1.237	1.918	1.368	2.244	-0.366	0.068	0.179	1.009	-1.867	0.092		1.186	1.428	-0.773	-0.358		0.096	0.336	-1.183	-0.236		0.47	0.981	1.202	0.456	-0.213	-1.1	-1.352	0.686	1.836	1.241	-0.047	0.32	-2.499	-1.077	-0.937	0.069	0.572	1.883	-1.081		-0.089	-0.465	0.66	0.249		0.772		-0.901		-1.076	0.87	-2.016	1.402	0.141	-0.344		-0.117	2.48	-0.276	0.583	0.07	0.666	-0.909	2.144	-1.294	-2.756	-0.368	-0.091	0.369	-1.144	-0.874	-0.087		1.794			-0.886	-0.601
ODF2	0.075	0.565	-0.246	-1.005	-0.759	-1.714	-0.875	-1.341	0.048	0.443		1.392	0.915	-0.071	1.041		0.222	0.331	-1.121	0.406		-0.31	-1.062	0.155	0.325		2.372		0.444	0.037	-2.244		-0.353	0.169	0.737	-0.634	0.819	-0.606		-0.437	-0.21	-1.416		0.206	0.151	-2.235	-1.698	0.698	-1.022	0.232	0.791	-0.785		0.529	1.064	0.167	-0.096	1.379	-0.45	2.119			0.259	-1.066	2.631	-0.059	-0.672	2.772	-0.758		-0.735		-0.108	-0.328	0.451	1.211	-0.41	-1.483	-0.906	-0.98		0.218	0.301	
OGDH	-0.186	-0.299	0.288	0.996	0.141	0.292	0.005	-0.995	-0.522	1.035	1.222	-0.602	-0.024	0.692	0.73	0.014	0.36	-2.188	0.995	-1.374	-1.008	-0.787	0.043	0.049	0.518	1.113	-0.614	1.657	0.773	-0.077	-0.931	0.498	1.205	2.751	-1.605	0.03	-0.593	1.631	-1.191	-0.298	-0.366	1.507	0.108	-1.559	1.206	0.22	-1.113	0.058	-0.247	-0.689	1.232	0.701	-0.559	-2.771	-1.374	1.187	-0.349	-1.449	-0.05	-2.331	-0.374	-0.928	0.623	1.756	0.758	1.802	-0.228	-0.007	-1.154	-0.091	-0.462	0.144	-0.54	0.82	0.101	1.461	0.572	-1.363	-0.361	-0.122	0.803	-0.61	0.431	0.328
OGDHL		-0.639		1.387	-0.338	-0.465				0.74		-0.635				0.167		1.022		-0.401				-0.656		-0.529		-0.086	-2.144		-1.596	2.054							1.045			-0.674	0.538	-0.647	-0.254		-0.881		1.24	0.108	0.221	-0.763	1.383											1.659	-0.323	-1.238			0.975			0.381	0.673			-0.621	-0.526		-0.47	1.814		-0.764	1.415	1.871
OGFOD1	-0.419	-1.274		0.712		1.47	-0.81	1.633	0.139	-0.639	-0.661		1.365	1.389	1.636	-0.704	1.415	0.843	-1.338	-1.498	-0.867	0.144	-0.749	0.412	1.475	-1.285	1.715	-0.695	0.966	-0.72	1.306	-1.303	-0.722	-0.358	0.903	1.045	0.594	0.757	0.032	1.282	0.155	-0.596	0.636	0.875	0.922			-2.137	-1.116	-0.691	1.994	0.68	-0.723	1.547		-0.323	-1.533	-0.111	-0.072	-0.384	1.405	0.015	0.957	0.212	0.471	0.438	-1.475	1.146	0.874	1.12	1.227	1.921	1.118	0.466	-0.924	0.379	0.34	0.022	1.504	-1.66	-0.285	1.598	-0.503	-0.658
OGFOD3	0.916	-1.409	-1.018	-0.027	0.156	0.827	-0.477	-1.278	1.435	1.041	-1.152	-2.713	-0.972	0.919	0.823	-1.05	-0.041	-0.278	-0.204	1.522	-1.448	-0.733	0.925	-0.821	0.123	1.496	-0.291	-1.539	-1.351	1.207	0.489	-0.279	-1.462	-0.262	0.247	1.289	-0.083	-0.177	-0.796	1.88	1.74	-0.464	-0.811	2.03	-1.824	1.102	1.315	0.342	0.242	-0.968	1.154	0.223	-0.661	1.052	0.388	-1.628	-0.734	0.285	0.057	-0.124	2.276	1.965	0.201	-0.685	-0.524	0.583	-0.683	-0.768	-2.101	-0.504	-0.587	1.712	-0.1	0.658	1.331	-0.023	2.363	0.675	-1.103	-0.746	-1.519	-0.406	-0.093	-1.219
OGFR	1.526	2.861	1.611	0.655	0.599	0.842	0.719	0.283	1.005	-1.167	-0.545	-0.994	-0.279	0.835	-1.793	0.4	-0.099	-0.021	-2.433	-0.187	0.339	0.356	0.261	1.144	-3.055	-0.176	-1.222	-1.003	0.499	1.546	1.459	3.507	1.239	-0.445	-0.202	-1.595	-1.026	-0.221	1.279	0.213	1.353	-1.018	-0.416	0.668	-1.915	0.668	0.064	-0.165	-1.903	-0.998	-2.095	-0.136	2.501	0.883	0.59	0.333	-0.337	0.592	-0.562	0.553	-0.8	-1.078	-0.4	-1.162	0.397	-1.235	0.997	0.302	-0.584	-0.494	1.372	0.134	1.136	-1.082	1.717	1.482	0.994	0.237	-0.375	0.633	0.184	-0.091	-0.439	-0.474
OGN	1.075	0.501	-0.528	0.76	0.202	-1.27	-1.405	-0.868	0.901	-1.049	0.732	-0.704	-0.59	-0.93	-0.311	-0.322	0.09	-0.368	-1.307	0.873	-0.989	0.312	-1.232	-0.924	0.25	-0.595	-1.27	0.309	-1.358	-0.146	-0.006	-0.637	1.749	-0.106	0.921	1.095	0.39	-1.402	-0.924	-0.715	-0.557	0.003	0.098	-1.08	-1.325	-1.411	0.233	-0.664	0.231	1.73	-0.088	0.264	-1.575	0.603	0.715	-0.374	1.145	1.227	2.378	0.875	0.833	-1.014	0.073	0.602	0.395	-0.08	-0.348	0.277	-0.28	-0.172	-0.172	1.532	0.461	2.273	-1.743	1.396	0.899	-0.798	-0.304	-1.98	-1.599	-1.132	-1.624	3.261
OGT	-0.642	-0.295	-1.037	-0.414	-2.088	-1.017	2.39	0.536	-0.074	1.721	-1.024	0.057	-0.017	-0.122	0.288	-1.003	-0.931	0.34	-0.54	-1.681	0.649	-1.365	-1.941	0.762	1.431	0.676	-0.297	0.211	-0.765	-0.66	-0.504	0.895	0.474	-0.51	-1.899	2.06	-1.141	1.816	-0.229	1.417	-0.473	-0.737	-0.197	0.23	-0.021	-1.293	-0.503	-0.471	-0.907	0.183	0.822	-0.811	0.482	0.291	-0.388	1.497	0.442	0.125	1.872	1.65	0.293	1.171	-0.56	-0.436	2.209	1.269	0.992	1.915	-0.177	0.75	0.817	0.513	0.134	0.456	-0.5	1.5	-1.645	-1.414	-1.866	-0.601	-0.213	0.21	-0.121	-0.295
OLA1			1.461	-1.422	0.505	0.967	-0.527	2.052	-1.382			0.679	-0.384	-2.062	0.844		-1.176	0.844	2.59	1.253	1.404	-0.331	1.522	0.112			1.942	0.362	-0.733	-0.556	0.739	0.2	-0.148	-0.85	1.059			2.484	0.275	-0.084	-0.045	-1.395	0.839	0.521	-0.592	3.869	0.834	1.106		-0.859	-0.252	0.766		0.631	0.087	-1.571	1.272	-0.749	-0.361	0.073		-0.566	2.144		-0.035	1.901	2.513	1.308	1.092		-0.332	0.843	-0.119	-1.149			2.013		0.782		-0.85	-1.31	0.638	-0.026
OLFM4	0.027		-0.161	-0.159	-2.006	-0.982	1.002	-0.874		-0.969		-0.63	-1.681	-0.809	-1.873		0.688	1.916	-1.301	0.124	1.007	0.689		-0.942			-0.704	0.292	1.916	1.957	0.224	0.752	-0.653	-0.67	1.586			0.52		0.356	-3.121	-0.167		-2.105	-2.997	-0.075	1.42	-1.03	-2.219	0.793		-0.863		0.019	1.623	0.856	-1.005	4.222	1.56	-1.692		0.866	0.599		-0.983	0.323	-1.584		0.881		1.861		-0.4	-0.198	0.289	-0.428	0.171	-0.63			-0.245		-0.656	-0.047
OLFML1	0.358	1.598	0.987	-0.234	-0.813	1.759	-1.381	0.217	0.159	-1.026	-1.403	0.781	-2.607	-1.854	0.401	-0.737	-0.077	0.452	0.056	1.207	0.043	1.831	-0.061	-0.283	0.514	-0.403	-1.503	-0.469	-0.227	-0.099	-0.714	0.876	-0.712	-0.848	0.798	-1.08	-0.643	-1.365	-0.08	-0.309	0.408	-0.792	-0.138	-1.602	0.605	1.595	-0.105	0	-0.475	0.324	0.932	0.006	1.994	0.543	1.345	-0.289	-0.679	0.071	0.953	1.833	-1.088	0.133	-0.393	-1.391	-0.617	0.617	0.857	-0.726	1.862	1.493	0.103	1.846	-0.216	-0.622	0.415	2.081	-1.232	0.446	-1.276	-0.134	-0.36	2.314	-0.753	-1.339
OLFML3	-1.316	-0.096	-1.967	-0.664	-0.412	0.916	-0.658	0.039	-0.756	2.539	1.761	1.201	-0.402	-0.962	1.438	-0.191	0.269	0.756	1.112	-2.025	-1.728	1.624	-0.25	0.024	-0.783	0.613	-1.022	-0.319	-1.147	-1.873	-1.541	-1.147	-0.651	-1.073	-2.643	-0.437	-1.277	0.425	0.249	-0.164	-0.258	-1.005	0.036	1.535	-0.347	-0.386	-1.247	-1.219	0.406	-0.83	-0.034	-0.415	-0.576	-0.131	0.856	-0.329	0.496	-0.254	-0.485	-0.025	-0.621	-0.031	-1.579	-0.356	-0.756	0.58	-0.234	2.141	1.751	2.16	-0.331	1.158	0.892	-0.622	-1.438	-1.997	0.221	-0.745	-0.673	1.41	-0.603	-0.266	0.159	-0.175
OMA1	0.149	-1.39	-2.006	-0.581	0.678	-0.271	-1.122	-1.205	1.548	-1.272	0.312	0.63	2.024	-1.096	0.213	-0.687	0.598	-0.371	0.392	-0.2	0.064	1.164	-0.212	-0.212	-0.256	1.367	-2.829	0.395	0.122	-2.225	2.359	0.964	2.037	0.268	0.918	1.567	-0.259	1.561	0.74	3.048	-0.103	-0.655	0.271	-0.613	0.937	-0.701	-0.142	-0.639	-0.124	-1.215	-0.066	0.154	-0.007	0.28	-1.281	1.63	2.356	-0.282	0.215	0.948	-1.811	0.46	-0.528	1.108	-0.423	-0.694	0.62	1.225	1.976	0.793	-3.347	1.108	-0.912	0.842	-1.18	-0.75	-0.991	1.481	-0.283	-0.946	-0.006	-0.818	-1.71	0.975
OMD	-1.072	-2.117	0.273	-0.737	-0.22	3.255	1.238	2.4	1.825	1.264	0.541	-0.173	0.621	-0.999	-0.565	-0.982	-2.285	-0.155	-0.072	0.488	-0.603	1.154	-0.169	-1.984	0.957	1.625	-0.82	1.369	-2.09	-1.342	-0.434	-1.288	-1.328	-0.483	-0.801	0.379	1.576	1.234	-0.05	0.778	-1.675	-0.163	-0.205	1.174	0.388	1.716	-1.439	0.249	0.425	0.359	0.558	-0.735	0.912	-1.315	1.506	0.612	-0.206	-1.24	-0.226	-0.601	0.966	-0.51	0.586	-0.827	-0.894	1.198	1.626	-0.609	0.32	-0.648	-0.01	1.008	-1.604	1.288	-0.591	0.7	0.154	1.376	1.562	0.943	-0.756	0.296	-1.174	1.273
OPA1	-1.198	0.618	0.551	-1.386	-1.042	-0.771	-1.231	1.039	2.15	-0.392	-0.135	-1.525	3.003	-0.603	2.012	-0.304	-0.363	0.586	1.873	0.364	1.408	-0.789	-0.364	1.009	0.439	0.901	-0.74	-0.365	-0.027	-0.201	-0.467	1.71	0.882	0.87	-0.365	-0.343	-0.071	-0.104	0.353	0.622	-1.357	2.214	1.606	0.318	0.33	-0.733	-1.214	-0.362	0.371	1.94	-0.717	-0.519	0.016	-1.089	-0.636	-1.231	0.782	-0.355	0.124	0.477	-0.774	-0.695	0.692	-0.177	-0.467	0.334	-1.746	-0.114	0.447	-0.348	0.253	-0.095	1.996	1.233	-0.272	0.134	0.998	-0.844	-0.166	1.858	-2.035	-0.037	-0.097	-0.266
OPA3			0.103	-1.221	0.56	-1.466		0.766	-0.702	0.264	-0.044	-1.05	-1.02	0.248	-0.037		-0.199	-0.741	-2.324	0.366	-0.228	0.602	-1.714	-2.639			-1.223	-1.392	1.329	-0.367	-0.438	-0.665	-0.547	0.525	-0.042			0.994	-0.797	1.049	-0.983	-0.227	-1.353	1.036	0.828	3.219	-0.901		-0.011					0.775	0.59	1.237	0.207	-1.908	1.316		-1.379	-0.194	0.849		-1.368		-0.275	0.067	0.382	-0.787	-0.068	-0.775	1.199	-0.382		-0.82	0.128				-0.221		-1.71	-0.448
OPLAH	0.561			-0.761	1.156	-0.317	0.597	0.352	-0.145	-1.036	-0.094	-1.695	-0.09	0.917	-0.301	0.355	0.887	0.546	-0.282	1.074	-0.17	-1.966	-1.118	0.413	-1.812	0.098	-2.257		0.477	0.578	1.192		0.242	-1.114	1.036	-0.216	1.118	0.563	-1.752	-0.84	-0.333	1.202	-0.782	-1.759	-0.331		0.172	0.852	0.023	-1.148	-0.405	0.152	0.843	1.861		2.578	-0.983	-0.678	2.372	1.325	-1.61	-0.058	0.098		0.029	0.191	2.32	1.661	-0.049	1.286	-0.776	1.562	-0.223	-0.054	-0.448	0.936	0.359	0.957	-1.831		1.964	0.874	0.397	
OPTN				0.224		0.927		0.739		-0.813	0.756					0.672										1.482		0.873	0.199		0.682	0.603			0.08				-0.5				1.489	0.451					1.059	0.065		-1.868	1.215			0.113			0.552		0.256					0.984	0.37		1.194	0.404	-0.594	0.308	1.19			0.09	-0.064						2.141	1.536
ORC2	-0.214	0.696	0.773	0.374	-1.454	0.156	-0.897	-0.148	0.072	0.432	0.121	-0.691	-0.591	0.807	-0.265	0.99	1.021	0.298	-0.976	0.457	0.065	-0.611	-0.676	0.663	-0.865	0.321	-0.084	-0.14	2.29	-0.339	-2.002	-0.99	0.097	1.131	-0.046	0.747	-0.583	-0.091	-0.319	-0.729	-0.231	-0.907	0.52	-0.11	0.028	-0.893	-0.764	-1.475	0.628	-1.458	0.237	-0.856	-0.92	-0.08	0.785	0.983	1.25	-0.418	-1.727	-0.268	1.285	0.222	-0.52	0.298	0.254	-0.531	0.684	-1.258	-1.888	1.318	-0.04	-0.474	-1.136	0.328	-0.255	1.79	1.748	0.51	1.043	0.681	0.572	-1.322	0.768	-0.545
ORC3			-0.124		-1.267	-0.296						-0.306	0.623		1.114		-2.134	-0.109	-0.283	0.671		1.755		0.197				0.657	0.052		-1.955	3.253						-0.489	-0.325	-0.676		-0.586	-0.964	-1.708	1.196	-2.132	-0.68			-0.737		0.132		0.838	0.123								0.218		0.441	0.461						-0.254					1.273						1.179	-0.158
ORC4			1.425		0.374	-1.171	-0.638	-0.882			0.409	0.204		-0.696		0.286		0.911	-0.592	1.701	1.356			0.711		0.095	1.762	-0.09		0.091		-1.293		-0.235				1.978	2.416		2.876	-0.495	0.646		-1.855	1.677	1.55	-1.154					0.35	-0.615	-0.95	1.281		0.893		-0.364	0.055	-1.502			1.149					-1.89	2.666	-0.88					-1.07				0.445		0.221	-1.286
ORC5									0.515				0.217										1.048					-0.792				-1.259		-0.569						0.193	-0.099		1.436															0.695					-0.007					2.306				2.087												-1.193
ORM1	0.577	0.422	-0.491	-1.324	-0.859	1.269	-1.131	-0.491	-1.134	1.375	1.238	0.619	0.226	0.959	0.043	-1.161	0.438	-0.529	0.487	-1.087	-0.44	-1.434	0.217	1.216	1.222	0.726	-1.743	0.699	0.956	1.427	1.339	-0.445	0.551	-0.756	-2.213	1.739	-0.406	-1.275	-1.658	1.1	-0.721	0.152	0.132	-0.342	-0.262	0.86	0.318	0.244	-1.355	0.63	-0.665	0.069	1.508	0.27	-0.044	0.054	-1.846	1.603	-0.835	0.4	-0.487	-1.186	1.491	0.909	1.185	-0.134	0.066	0.176	0.893	-2.086	0.14	-0.681	-1.496	-0.436	-0.906	1.485	0.497	0.618	1.07	1.658	0.267	-1.352	0.573	0.448
ORM2	-1.409	-0.007	-0.706	-0.057	-0.2	-0.667	0.642	1.336	0.968	0.788	-0.025	0.282	-0.691	1.836	-1.027	0.593	-1.979	-0.439	-0.41	0.669	-0.986	-0.851	1.486	0.716	1.681	-0.627	-2.212	-0.803	1.374	-0.522	-1.313	-0.891	-0.88	0.88	1.019	-0.926	0.957	-2.248	-1.687	0.089	-2.009	-0.243	-0.112	0.185	-1.517	1.437	1.854	-0.334	-0.304	1.3	-1.5	1.223	0.129	0.113	-0.478	0.087	-1.264	1.845	1.605	0.366	-0.134	-0.696	-0.2	0.84	0.592	-0.728	-1.54	-0.193	1.009	0.333	-0.047	-1.411	0.499	-1.101	-0.902	0.142	0.428	0.353	-0.025	-0.51	0.44	0.567	2.179	0.814
OS9	-0.277		-0.746	0.513	1.075	-1.191	0.497	-0.78		0.782	0.32	-0.101	-1.818	2.391	-1.235		-0.071		-0.645	-3.592	-0.434	-0.263		0.335			0.899		-0.746	-2.099	-0.661			1.848	1.058			-2.018	-0.749	-2.285	-0.618	-2.121	-0.769	2.137		4.8	-0.663	-0.194	2.956	-2.262	-2.502	1.344		0.838	0.88	-1.551		1.047	-1.476	-0.375	1.35		-2.301			-1.556	3.445		-0.31	-2.757	0.077	0.409	-2.661		-2.17	0.381	-1.83	3.248	-0.952		0.535	1.123	-1.953	
OSBP	1.101	0.547		3.346	-0.472	0.402		0.301		1.496	-1.109	-0.544	0.374	0.451		1.661			-0.222	0.69	-0.179			-1.276	0.34	-0.888	0.377		1.094	0.398	-3.124		0.416		-0.832	-2.251	0.163	0.91		1.786		-0.984		1.926			-0.5		1.209	-0.749		-0.623	-1.908	1.02		2.343	-0.533		-0.649		-0.62	-0.231	1.55	-0.358		0.044	1.352		-0.267	-0.489	-1.687		0.493	0.46	-1.004	1.093	1.46	-0.744		-0.141	0.065		-0.882	
OSBPL10	-1.028	1.755	0.044	1.45		-1.75			-0.678	-0.338	0.483		0.414	0.967	0.277	0.713	-0.502	0.318	0.449		-0.145	-1.221	0.066		-0.967	-0.389	0.104	0.239	-1.433	-0.377	2.029	1.522	-0.928	-0.52	-0.565	-0.158	0.117	-1.035	2.706	-0.292	3.169		0.76	-1.327	-1.877	-0.061			0.612	0.381	0.197	-1.992	-0.241	-2.307	-1.756		0.314	1.053	0.419		0.732	0.252	0.433	-0.364	0.159	-0.189	0.394	2.566	-0.28	-0.189		1.552	0.077	2.758	-0.249	1.719	0.605	0.168	0.8	-1.241	-1.809	0.535	-1.767	-0.364
OSBPL11	0.501		-0.452	1.885	-0.858	-1.891				-1.047		-0.75	0.554	-0.645	-1.256		0.582	0.367	-2.319	0.008		-1.131		-1.159			2.399		0.296	0.812	-0.85		-0.183					-0.269	-2.232	0.26		-1.451	0.981	-0.574	-1.438	-1.316	-0.239		-0.939					-0.51	-1.269		-0.373						-1.134		1.98				-0.686			-0.161	2.656	-0.169	0.512	-0.331	-0.166	-0.027					-1.117	
OSBPL1A	0.933	0.532	0.89	1.924	0.622	0.646	-0.471	-0.214	-0.196	-1.005	-1.61	0.806	0.695	0.164	0.455	1.409	0.396	-1.824	-0.042	0.349	3.071	-1.039	-0.552	1.618	0.544	-0.437	0.608	-1.295	-0.752	0.022	0.524	0.411	1.076	1.716	-0.078	0.552	-1.49	0.456	0.026	0.974	0.083	0.413	0.465	0.993	-1.792	-1.246	-0.598	0.135	0.829	-1.482	-1.449	-0.308	1.344	1.056	-0.281	-1.079	0.477	0.048	1.227	0.856	-0.362	1.813	0.468	-1.469	0.768	0.999	-0.326	-0.285	1.332	-1.632	-0.056	0.442	2.409	1.337	-0.074	0.407	-1.232	1.313	0.245	0.981	0.866	-2.523	-1.967	-0.831
OSBPL2	-0.02								1.501	-0.798			-0.331					-0.712	1.438	0.069			-0.841	0.843				-0.801				-0.414	-2.19					0.544		0.726		0.441			1.334				-0.497					-0.551			-0.73						1.366		-0.654			-1.707						1.335	1.325	-1.638		0.974						-1.801
OSBPL3	-1.072	0.642		-1.511	-0.286	0.357						-1.251	-1.385		0.774		0.829	1.358		1.515		0.407		-1.181					0.385		0.381		1.727	0.769	-0.895				0.717	-0.643	1.074	1.115	1.705	1.915	0.297		-0.203			-0.98		0.835					0.545	-3.016	-0.651				-0.303	0.351	0.322	-0.077	-0.241		0.105			0.588	1.146	-1.523	1.511		-1.139	-0.714		-1.232			0.244	
OSBPL5	-1.011			-0.567		0.471							0.294		2.351		-0.049		1.352		1.44	-1.69						-0.642	1.089		-0.403	0.372		1.327	1.652			1.04		-0.153	1.211		0.601	1.861										-1.42				-0.243	-1.043			-0.105	2.073				1.539		-1.295			-0.521	0.35		0.991		-1.944	0.124			0.174		0.898	-1.431
OSBPL8	-0.311	0.54	1.444	-2.331	-1.057	0.78	-2.109	0.54	-1.182	2.236	-0.051	0.791	0.2	2.369	-2.165	-1.35	0.759	-1.938	-1.3	1.237	-0.057	1.268	-0.069	1.379	-0.942	1.826	0.547	-1.277	0.585	0.263	-0.439	-1.874	-0.443	0.63	-0.372	-0.342	-0.188	-0.647	1.26	0.337	0.31	-1.355	-0.721	-0.889	-0.939	-2.683	0.347	0.846	-0.242	0.587	-0.901	-0.487	-0.128	-0.264	-0.469	-0.154	1.121	-2.524	-1.326	0.374	0.779	-1.051	-0.05	-0.208	-0.777	-0.674	-1.863	-0.79	-1.233	1.503	-1.171	-0.676	-0.561	-1.717	-0.024	1.142	0.161	0.437	-2.622	-1.885	0.329	-0.108	-0.088	-2.761
OSBPL9	-0.238	0.693	2.369	-0.129	-0.571	-1.116	0.868	0.332	-1.464	0.307	-0.573	-0.459	-0.096	2.838	-0.786	-1.665	0.439	-0.999	-0.21	0.199	-0.824	2.532	-0.697	1.096	-0.38	-1.314	-1.31	0.175	-0.798	-1.488	0.027	-0.367	0.29	2.32	-0.47	-0.887	-0.414	-0.689	0.64	0.376	2.013	-0.676	-1.769	-0.676	0.349	0.725	-0.402	-1.1	1.425	-0.677	0.09	-0.638	-3.067	-0.467	1.673	1.227	-0.016	-1.167	0.842	0.332	-0.178	-0.704	-0.32	-0.352	-0.095	0.596	-0.92	-1.834	0.737	-2.067	-1.368	1.313	-0.224	2.804	-0.583	-0.922	-0.811	0.044	0.989	0	-0.777	-1.075	-0.014	0.337
OSCP1	0.592			0.71		1.224				-0.135								0.477											0.276		0.75				-1.16				-0.15				1.109	0.642	-1.177				-1.517	1.996		0.104							-1.267						1.291	0.864	0.862		-0.039			-0.571	-0.293		0.785	0.331	-0.501	0.417					1.756	
OSGEP	-0.648	-1.117	1.781	-0.201	1.346	-0.266	-0.264	-0.015	1.946	0.962	-1.229	-0.607	0.204	-0.659	-0.78	0.049	2.608	-1.002	0.506	0.27	-0.023	-1.276	-0.939	1.137	0.475	-1.001	-1.05	0.626	2.152	-1.81	-0.941	0.168	1.007	-0.236	-0.851	0.504	-0.586	-1.264	-0.947	0.583	0.248	0.122	1.025	2.12	-0.869	2.312	-3.416	-2.123	0.847	-3.035	-1.017	-0.414	-1.404	0.681	0.204	-1.041	0.36	-0.627	-1.017	1.097	-0.502	0.892	0.188	-1.04	-2.28	-1.158	-0.667	1.241	-1.659	-1.136	-0.312	-1.375	0.912	-1.428	-0.73	1.006	0.636	-0.541	0.285	1.911	-0.507	-1.342	-0.017	1.417
OSGEPL1	-1.503		0.032		0.133	-1.372		-1.121				0.031	2.052		1.104		0.255		0.542	-0.948		-0.521		-0.883											0.085			-1.922		-0.399		1.729				1.026	0.707							0.088	0.262	1.413			0.312				0.427				1.398				1.115				-0.495		0.683	1.76					-0.043	
OSTC	-0.009	1.002	1.312	-1.217	1.187	-0.375	0.758	0.156	-0.649	0.631	0.948	0.471	-0.767	-1.044	1.266	0.65	-1.215	0.987	1.069	1.158		0.922	1.316	-2.189		0.278	-0.59	-0.322	1.316	-0.118	0.601	0.564	0.532		0.35			0.673	1.273	1.15		1.3	0.497	-0.04	-0.56	-2.71	1.363	-1.706	-0.746	0.228	0.178	-0.178	-1.756	-1.561	0.191	0.126	-1.995		-0.32	-1.446	-2.328		0.163	1.115	0.803	-1.021	0.191	0.564	-0.896	2.996	-0.28	-1.035	0.833	-2.3	-1.425	-0.712	1.034	-0.4	-0.677	0.233		0.571	-0.316	0.381
OSTF1	-1.816				-0.431	0.121	0.508	-0.668	0.238			1.369	1.215	-1.042	0.045		0.245	0.06	0.026	-0.951	0.579	0.254	-1.832	-1.007			-0.505		0.933	0.282	-0.387		0.17		1.674			1.247	1.572	0.337		2.255	0.448	-1.321	0.853		0.608	1.181		1.186		-0.11		0.998		-0.778	0.522		2.084	0.403		-0.023	-0.685		0.237	-0.68	-0.238	-0.298			-0.674	0.305		0.974	-0.652		0.555	-0.013			-0.219		-0.134	
